Cụ Rùa vàng bằng đá thạch anh thiên nhiên size 8cm - tặng kèm 10 xu vàng mini may mắn
TƯỢNG RÙA ĐỒNG ĐỎ SIZE BÉ
Tượng rùa bằng đồng cỡ đại
Tượng rùa trang trí phong thủy có chân đế -  Chiều cao 10cm - Màu xanh lục bích
Thần rùa lớn đồng nguyên chất  FD286
